tx_id,r,s,z
a231da7005cee82c00b3098d57dc77bf564338ab1e0f9db146dab7a723342a92,6535a4d1e6c44b51b9c3433bc56eb708140321117ededea3257f455dba3fb668,5a082a08bb0539bcc942791cf57798628461d461bd7d6db6f00fa9192f50f577,eccb88718cdc6538c6bdc0e09f82dde1ec26a19b432d9ed7392b0c4b397a0d41
a1be8549bd339db3b168144520827a176592567d8359e05d9a91982f70973403,53e25e84d3c76265024457f5fe27cbc977e5c17e28293e23ef42883adc1c3f70,4952ec9be9261cfd82ed35e4c022cc4320207c20699159aca182b5ad9cb2aa0d,b51a0768b6ff95b5f1863a592336a71a96f6ffcf4d564e425bdbd9902b9a3b41
e09f399d1e3b2b18d19ab424de1fa345cbc16dee61b2c2d3642a729e307cbe89,4719e6f25653506c8e1da228e9eefb580903410b670948e7b45cdd0e71a0be90,17f60cacaf35912a6971452c05138f0a6d68e60758ecd67e23c75a68cfecd754,b96f01384fcaf11a96bf2037ebff3113849c23f9b67c0c437e766e6bbb08d5f0
73d03beda5fc120dfb7896998677484c2a549068d9b176a989cadc8c8b541e35,5306ea71018de6838edf82161a4b2cb0de990e7b7be4ef52fceab26e2bf07d70,5b74f1ba80f6c4d197a102f2e89aa519a590638ce678cf19ce06e60a1fcc88b8,df263555138f29e379047b8d0530a5c6a22a9be00604a76e64d1e1056e03785b
49fb58545c9891118d4a846c8301dbeaa6d6970383af44cb21d97855629712bf,168d5783a254bb43c2e1d46073bef8726df3bff1939f9091cb8fce0ae4d98f88,7805ccd4ebbb2454410a565bbd200ddacecffebefb68e3cee0c993e3e82fc067,ed07078d80f939063380e73997cbf7c9cb56e3438892bea1c0c17334f45bb2e5
d1f6427472386c33955f0bdbe348014c32c0ad709052216ae2d91d43cf17ec34,f7a9ed2cb0a33fd95bfd7d682a82df5826ca12b402fd8358074df8cd6716388,213d2511d9c1434496ad6d45d809c2e67cfe0363343d61d0327f77c6b2106627,e0d1dc6248674505d081e525f7e50edef1ade97384121ec47bc38e550830b701
69f703d4c31e9a19b12f0a3c38a444d021e52b2f5ffe52c0e3d4ccf7ca55446c,4bc1a781a27f2fc0da6c733310757442bf9c475afe377e577e91533d09a2fd48,627800c8edbe84b204fc1e3ac0228fc28219a68f186d7779ba12763fcf5da18b,238dc4f3487bb2e99f1537fc0091f4c65270ac07f6a4aa831652f95cfcb78aaf
2740acc7982d17a682c820353edbf7511ec464db7d1008853b1d1e52b68ff09d,6154c9c7feface24a802b025d205cad9e3b07b0cd318accb040ad5fb697bcd48,5caf043184f9240addcec5deac13ba01eb8a61dc14a2569184c9dc8e3709288e,8b8da35aa4865161d68c5e3557a2996248f95a8b10f1316df92a22fb9e65498f
593590c20b69234a53f196b950df32f370cbe50ad832be92f5b6f215aabc8ca0,606048d830112eadb67b4eca02ebdd7e6a09ba2847640cab378147a3e1e0f00,4b5249fd0237b1b2dcc1e8934f7acb8d0cb8b3251e78717f8e327799c461f2af,917d428e87c9341a41bdcc826cdeec908f97b6b66e972eb3a71626b8fd48cee8
920a15902bfacd64764c16c000bc8d99ab7942ee0ebc958533b27c40e1d8f58c,4ba5c138fa1470d7d3c4815f43c0ba115961406dbe9f4d6ab95cf6cee0ffd680,1180e84d69e7c87f911bf01deefb9c0f66323cee4fd35885dca86848e7b71791,4378368f3fa82a368bdf15ee592963a9c017b010f0a20a311335c35c3f81b1c2
09364db49ec9cae800575eb4f9a5cad1844683404ed0279a8216472074349bcb,72adcc1b4cca5af3d6dad762e11902068c3d0cb21ad96766ec64a916bb464510,27764c3513ac8f0c6aef00a76873163bd81b07518aadc11b307f886a703ebdaf,36c9c43494f8fdd02d4b4c6b30998f54411c4d8d0956c966a968744f0d14f19f
77ffb7994df92ad0ecfb46999fa0a1e0f160c17c4ff8676b3fa5dda47de7c71d,208fbc3ce9061afc941b9f56476aa8babde1021d8dd4706f89ac1fdea583a528,1397d3dd6b01bc2f49a8ef2a84ef33b49dc10505a17764ccb976688f2820e672,a4af2d4bf400647c253de74438e049b7dc3ed4f9bffd387c9c33bcba5ab0c98c
58320cf75738e46fffa77742f5761614298042d21b98bb82d93d832886aa9c08,31269db780addbb3f24787f012b45603c6a1ffae10a600973b19fe5b7e9b85f0,6a0b754aa58ac39de3ef8da33658e03231597061e5440c272179bf1ab47aee4c,2f23158b7863d3891c40bf8fc60374112f1f4c42c7f14c381904e42e043eff4a
990af8ad9c012a8b7cb9e55aaeea192e35956d582779e0a9e3f11c3bcdc2570c,62b90e20bfd18d09a78ffe8435a9a4e91c2de3265c4e1f9e3498dbeb718b8f88,1add4489e46a826aad5bf7142c9fbe5b7547fc92def0a740cb42c00866cad342,dab727df1579b018f554ddf61ec291a5f7aaef9fe1444f104b9d8caf9934eaaa
5f70ac21fd011019992f83988a306f3012535a12712a6b862bf7299c8f7dfd4a,42227c32182db411c811f678462f1d3f88fc987f3ac3721f990fdd80807ecd70,3a57dda65223a6c4e68140dd8a442ff2d15854a239bf63f0f94744d19e62bdd1,dcd84ac3aa310c28bd53b96d3776a28d67279bd0d92ca8cd0312fd893b3a548d
6b9ba958e53215ce8d5f5b0cf8fa1c2f3f29619e9e38e020281e06f2bad13709,2b20a26b75db3e9305ecee14789e7016d7aed00afb89280593da6b680b3f3b10,d09af2aeb22c4c827e3a0ee3c2d064d921d6c68fb3c2ce811f310a5ef8a0090,8164949089730624c1bc3a170ca09d2235af755f79fb79edcc05aa9d926cfc33
680c8c26c9a79de4db3c1b72229387997878431091af5cd24827f438cd019d2e,48a45f15523fcd35c3f41732d700e757e504722149ba2ad7ede830d791ae0c38,69d273580f7a8f1c5ee812d1dcc0fbc644af31af1dab98aece8e5823c413b2a3,ac1455d7f531ba4703beeac5b9cf353dc380d3d97a5038526755866e0557614c
0f6efb1d386f9c786d3c426f34f3f58e0363a2197b8f0adb0aa1dddddd3bbf90,39f933900946963dfbf51b7aa59ab17df8185febcc7878831270520f5fa99f38,647544c6ca5d1665b5150d716717df0aa461a0c0c794877b745925002bf7a65b,5b271cc180fd41d68e587109289b224d5447676d9b2f51d9ccfbb800ab713b82
09f960c994920cb3f98829e852d515b9a266923668518f756357da3734983b2d,2057fcb3a0c4aa696b872838ec960d5bdade3e0beb8ce9954073becb70444708,73528f25a72082c1c06cd63ce0c4f0dc53620a1939fb5daa23f24077bb95d082,d922dbc4d4cbf3710bfc469492ab333b6e2fa8485b151ba172452932205a9127
9475cf94405a60e2fc9241038ff7f44d818c903d6c0414e691835280b9abd18a,4e5274f785f1b241227e3a7cb97fba8dae5dfdcf16723bb3709cda862aa35440,7b2b7eced9b1f95419583adf1d29825fe2ea763863d9c099572ddd141cb5b676,509a8e3c69f3d6142c4a6944dda936e455f399fb81f425c48aa16b0c07eb36a2
c6f5dc8091808550a56a4abb3f6b25c820d9357201a885f5b54028d05a24a451,3b4ef92fafe93a68bcb9018b489cd272663a373a4a9ec3e41a0c760e92310338,1555ad9e4d15cf3ac9241303b0d79d182cb6e8f0df09f135bd24ee1931483022,e679c6498c4125292a9004203621476f54a1d5181687c89be7a7daeceabc0ad3
ea3a6afe4db0c7822f38813a50b958accbfd85d5b3a693977bbc145e14cebb8a,b952a7e029b1e6c68af65a2a21cb081b54eccc74d9e8e6bb5094d3262e125c0,87405d2c60b9ef569646627451c9661a5ecb04c83a514408007756bc8af4806,0714cd7fb7dbc73c1f9cdfc39b8c55ae14c3b422982b226a87a7e214c9adc562
63b985799e2c16897f029564cf506e31a9f4f8e73458f9ae3d02d55fd78c8c40,3df5169041847a6338cee9b6eeb4b636c9b4c67375658d6c01dbbccaabd2ade0,64022e3d6407829a9ea213a2fa26a75b5a7d0ea3d90e4229a1adff48f557a25e,75701bc355c6a3bb89eec3c4a4d6547c075e9197cb51dd04bf68c8c4d8f87a9d
b879426a9c7af0560670caf0d584ae236b305a085f0ee1d48c9e52fb9a2559fb,33c8ae424fb4592fbdd9889d283d431dca6ec6624c139303cfb131215439fb48,54c1615cbb96338e2d8aa432e4db1122ab1512d7c859fcaa0867a176160de4d2,8ee346a1bafe4c2ed19a6464369ec2bbc978e23cb8ff837707c1fd889b70ee46
9aaf49af0ae5f2d8c0953595f5d681e315b3bb06aab8409ad5ac568f85c91960,25f5c32c31aebd5c04af62f9d7fed5b5240a8796971771b65f07f6fcc56783a0,12c62e137cf457ae08f1747b319ef2bae70bb14d77556691f63e05f56ae2cdcc,56ea6baec6abc87d11f382cf43bff525be20e2d641f89a784637dc502d920609
e2b5ac71c39e29ed29c236e3907c5a31879ee0379e0f4a5bab75a63856e3f1c4,313bccfea109f2ded3f0cc5cc5aa8681750c1c039d3236af53dfc1fbb4c70788,40559cda4ec87a9a1f54f2fed468748eb7c29fb08e64c975ce93f177343ab33a,6c91867a92c25b3cbe4b90b46afab52fe37b03e512ef2bf501c3113bf18a1843
1667e89e161a4721af4b5c1a9800ef6c64690666131040c1269804498e58e4f6,736ac7803b8bd39d4cc33e46c28832cf7ac80abfaad52fa2b9adfa9f7d3636b0,70c7e8f6153e45df941450a7864fbaf225ebe031b63f5667f7475fd15dd32dbd,9e664e3209f0f918bb0a34aa7292ceb01b9653a4cd8394b661300f656c954d1a
3781c0fc59933c8845ca740c0c68f45a4d1a486e006f92c6fdb49aea4d6b40df,3c84cb05ff23b1ba45b7f8170534beff5488517e25dabe72d21bf29dc90e9560,6ee955acaa3ab039943c6021990a1b740917e0afb1d235827b8023d64333154b,196b6483f71ee4a58b8010f423ac8d2b2c873bd24e4537d561850699a4a3ab06
5e80677adddad68c628ade2ed97dcf45710dc93a2c90d2b3b9a61ea3f5b80a25,16507ad30d5ec9ef47616f6e39ceaf73812feb20b984ea64460c8090350f3750,7d4538d981c69d726d54cebf1d74f55575f9a34df2ae8ffe2ad6ec099d9bac89,78f2c39d760ef59f949e021e5feab7d6fbcb7999b8292e23f88567eb0566e5dd
42a4dcf139a3ad7611cea65520c5860fc0b17161c6c9918f66420d3d725f670e,5599fc66533820917807901c739075b9317e12abf79073110220fc670b725128,45a89c742ca2af659e5adcf7e4796d253f12c9edc535158e5caca0703ff9d71d,3f367ac8b122ecdd888f6ea3ee1c9d84faf74d9319c3c1eb152432a9f5b28ea8
1b039a372c9d6bff05243194c8f468014616ad3b4991462ceafe17453cd605eb,2e27dbf39e96ae97d112d7aeba6b02b47559a330f8d06dcdba25eb3e24755bf8,3e7a71a00eaf70d34f899e2c93b891b049de724cde7c5a297f2121f0ef62595d,3d5c99e5f520b8cd78590ad65e86c442a3ff024a2cc5055cbbba09290dff47d9
e3334351698522486ff7dc1ce86925291aa56a2707a6fb63b6707d476405e580,2b24e3fbedbf56ca0951605dafe7664cc77f8e9da9efa6d3057973e98b9b5678,642a8724d6ce1ca2b14a5a23fca7b80fdac50036998f5335732acf6a622a415e,3c1315735e53d3ceee78a88969f569890f233d6756e4dbb1ecbee75177e40de3
bb7ee4df8ce1e7960445f71e1855385f9ff7b530a8247f92774c42d2f90a51b8,53a91741197a3aa83dbc9025fc090b41ce3837b336846a0870b4d36ffe759898,69340a8cd3fc1dc82bb17e9dfcc9e50ed90e8b016263c5d110955a33af824d65,7b94ddd2eb4fba494f9cb735a22d42af3100fc9c9a961f571696cb8a0f195798
cf88746fd97e9bc9d13ac0fdf08a7c22625e4c4281a695db86c8920a01fbc8b2,8120ac03aa8065b37eb9761ee9ea9c7f956a4b87a3a3b3cfa0d63049294f640,e46fb179bf8a305989132a6b0e742e18cab13582240a78187294a1482c9664f,59e1bd6ea30d643fc0a68f6f8461686da6cdff76133a8e02fb8bcd3a06539610
45e19afe0c3472885ba8bdcf1aab27b3ee56c5c79286c0950ca067bf7a57cbd1,77f7c869dbad2c723ea763f70677a124284e2e0b237c93633e16be5b9c59abb0,5148a2592c79a504793974f516d942233219b5ce245bbe2d8d1630410443dd2c,e4e1f9ff9de09a0d6a658b0e3929314169857f639eb541712fc8afbf3035cf4f
c4b79f778157732619dd54f70703ed17b4fcf2865a6d88bfca68e4b2f865bd99,67f9f02347d195dc55a2bd62197a8f094bfbaef651632726db8928e70e77b0e8,64144bc2ee8c1e021daa8d6165b142375c61ff415dabea007c3123e9fbacaf7b,b38604ff3f555a29548e8253e2cd424967a8b601a150df0257f77938094a9dc6
4d4d6bc99a69e89d06898821237d7ce08eefca070995bbb243d5b6ced89583cb,15bd89c5304b9fabfc575fbf0444e2e313fda3402ddbc8c375c0106266048738,1e5e25932896884170eeffb9603589e7272c9ddbf8381442b9f37a4c1f4ad6e3,0e21e4b8a786ff063947adf724da25b0002a169cfd3701da23b748043663040b
0fb2e70f6358125bb2edb829930a9eb368634c7fc5313f0a727b965c81078fc3,720a75a4dfb6c8abe15b0e23ea38626c1a84a4eeeac0d4099822f4a8a5d24fe0,783ca40daf50ca7adceb526cc37fbd9887dbb6292c7c1c28a94f7149cc7424ea,09344d037ebeeafeac592ba8fc2a2e5efda8556a829629374c70b1650a745eb3
8f6363ee4920951484a9f0b1bb1ac07ca09af93a7e8a5c2789835dcafddb992d,1c6ad2483899f423c5df25c722de389aee37556930ca4b15560398a9cbddd260,1d39bf51103f08dd0fdff2263706ce409416d33f0453c11cf0ae2fc59335784a,46ada4bb511ca88f40a98c7a6c9e061763b92983db617b721f7b981e1f23f0e3
1cd600195cfa8d5deac38e6cbd3be68b2efdc49fe4a363819c6c1fdb397239f4,b61f1ee2062f67c04725ce6856ab09b3693b5a5c86a163fe7f6965b157db6e0,2112498f72749e1bff6a86fac0168c2230732e45146e9782e00d9d627cdae727,6b6922f391bcf5a549d357bd3a224a61b63d3a3e75095cf85348e29a786dba99
926f42f0b0c8f64ad3216ca7546ac597a58ddb53227954e57f291807aa19b540,47d908f02ef73b351ec26c343acb6e7e486c6b453bd04e7d5d8e489829782758,489b6a0c2a4dc944067e4ccaaa96d0506ea3cca48bf61fc2d55a834b6663c18f,7d10ae57a5a3a8569b1bcf0947bb040f8607f5ca96859a9187fc357cddffa228
0470c516b7e94bd5a2894b6a3e00d5ef31e849979830262547de0a28998e4716,1d76564e08eea43297da8d2fbe3d3d27cac2751a3e24b0346ac5b807f1c146f8,365ccaaa55486a2c3f808a65fae24340a683f2178df894e6a5585784db94355c,2fa7b486e668501720108ee0f1eb27cb53fa71f642e7bbb33d0b3578c706a7a6
c5c1f8f9f15ef857e97c836eb14d21abe65556e1ebbacb34f46029842b7c7733,6f49d3a2e55c5bc76e32ea1329d55c0be79c2b13dfac9dd650523c3acd712228,2f1233b1b5b9677fb559f208c9f2359a556160489dfdda8ac698a9af6e4630da,4ee4fda47b286f99bfac9da70178cedb7855ed0ce724368f36faa9083fe81e27
8f48c987320136ba813a2e81785f34aeb2a5d1800dfd98618d6956a8b53fb1f0,2107d470bad358d5422390930e4ef46d637daa7b73016fd65ca2b847dbb38940,11ba4001848e6120666fb2716ed468f567d890aa40f8eeb8f2231421bcd2b27,33b4d77296abc2afb4ec77a9e6707726199b6e558737f9626364bc1af08b8b47
0dded3ce12e3c6e85b2c55ba80ab5246821aca407c7e4bba58cc72eb99b30bfc,715ccf019f236b3adf0a0a05d5bd3d4240e75ed0b27c63cfa371ef545127abd8,2ab512084bc53bd21612ba8a6d88aa0b85fd26b28b074ca307444942d56d0099,1329c7d773a8186049a35e70152d4648bcb2b66ed19d511080eb78304e496019
8f32775e63feec93dd207d838b3fc2fc72df918678cdd2b9e76a92ff9ddf0642,2a41cd4274972da6ae6773c7e6bd40f8692b7922eedca149b140219f8c9083b8,1fd209426e1211a4fd5aaaea93ef2f85bc73b997f770374224778106f8480e41,b882a996a3a9027375ad577d50a5795b98db8790eeb45f82c8e57c935879ccac
4b93f4368409fade769541f105ba7339183e90a0b08fc2630cecb733c4140c36,337697e2c20a0a391eb0e186fd12f16e086db3d66e7b54a8fcbdcfcb5b097c88,404110842f6a2ea8cd6053c7bf2d3427593a527c69b4079e4027eb588a72270d,7d21c7f1a7fe93fc5acef9b0b3e7d82e996dff80f81879ce34d092611233ace0
c25b70010f6d8d85708d90e539f5d5d1011e91838da68f1a7ca234aa02cdb5b1,14aef98e45c480937481a7a5f9868e5e1a7b9d4d33d1030ed87d77381ed00820,3ebd1390214ddd56962d30d13c70a494e6e6d3779c431bd9f813a90d39f14084,954a1afcb611117621722f149cb82a7ead46486ebf30cf63d59489a387d384a5
41fc9bba296357c6650b45314cca5af1fb5b9972d308ccafa5554b7455a40f62,7919cce1ad3f284efa3cecb7586a969bd516130c8b48261f7c9632d78041b0b8,7bac7a9d4bc2afb18240f09f017a7cef58cc903848f525ae28870c2058fdf5cc,799a4b70ac106d43417f2df6c02746244b6d6854a2749f47886d5d7610bbb863
210f17bbb1ef9863584190e6d20772b4de7e41e04632ba84bfb3ea47f0194788,65b190c910ef8172f29d707b387a2579828ff04e7464f1e22b9283302c2ce140,31c15e864e7cb65f7ba3cd2c513162b3557f2247ede707a1fd10e55035759b34,b804dadf80f34181bc061e5e8851078af31cb59bc1fe90f1faeaf2f40b24a5e4
b96dd1a1cc81b1cbec839c3682e6a3259300efe05f36778549998b7b6dcaef2e,3a4341e93499ca66f606ece453c255fd438af4457df10bff890fca8c81428aa0,4b1bd96bb74af48f7e3842052552d00321b4bfc2d413298bbee470fe6f177fd2,0c989e145bfdad85bfe3d80cc4c708e5c2a38794eaaa209effe68ae084f8d706
58aa7b0c7cc353a7d5d236fe09b920dbaad340e4ce3fda67885206d45f81f526,41ce8642122db9e9cf33d8afd1894742624a7e6bc1579c4c4c4c3b0b9dd0c708,87021a4e5bc21a9770ee2a2c022559296e992fe5af6ef5b80ba4be47ae3bfe9,02fcf1fc787bd6f766ca3fd9407038bab7c645c4dd1bed51c5bbabd40d30bdc8
a11ef73d2a1bd2264a9dc382c18509d4f6fdaba8a971ea973e539a9515d36fd8,7892be5e3529f01c03ecdbd251ede51b04e39291e341d86a323b04385d3068d8,2b07f6a614140c5fe10f04ca6ba2abe4746c4859d9f0515242550d147bcc2f4a,f1e12cae293cfaf464bc6de616022a2f9fd00beb7e433184a7e1553430d457c7
449ced527074fd722bf132092852236aa122d18ff2b9c82c0acb4c98fe9657b6,44ad011126d6163fc35b9f9721bf63aa2b0a4cf6a2d42897dc1cadcca2af1200,f74616bf4d9e47a0f9f2f35bf6281ede00185fa2d4becdd3771d0edad39a790,bc80134fdc15e447e17356f608122e61329632b75526d3de16445e1ab250311a
4cdfc27160901371fc2fa74de49453e12202c45eb8cbd485bffe42620d67e39f,3f1699cb8b645dd4f20f444a2cb93f5b57924e904d4f9ac9f1882584016febb8,46eb01f049213a75a329b2bc166b22a53824a0163b8b338321f57b9538b95117,b3de2c934f048b59d894067f0cd5d420e8bae2a05d3c298ed105946b16034129
