tx_id,r,s,z
bdc2c940054c4138cba94728a9683ee617333d6f78ab1f7f8e2040d89cb43ffb,5bce6abfc816bebe724f0ee4c4b130d4c1d586e2aaef399b109cbbb1897f2db8,7d5b91ec79c215e420ade30a3fab5c785832a4f3571e447a9b46643c932cfa92,4cba2114f5dc5e0c06345e3c6320e583619c350dcb22d49adb7aa4fd312e1f4b
459bae54d855ef9bc836e376be12bc6caa391209715af87f250238929e51355b,7349f719faeb3d9a7bacc20f4e29af62523ea0b59e6c8a92b7192e1082314d8,2b5df1bf454f7b54aba7c533f3b278b325fd0290c34bbe6899a61559a0f84023,bd50df60b300a6059aa529f0bf64a30c8e3a854e65fd1e0cfe6babedadb22e40
e13e1322b3271688b8a901bbcd462254522768cf8040a2ca1fe881c0b1ebb0b6,46076151bd74494108cbf8d5999c4543c14052171ade3ae9c6f748afbfbec248,5562c11ef2e77277b05b89e0faee377b4f5b1f58f2dd7fe4e9e345f58bec015,56f4fa2372bc36018df4306d7a42bb180baf77cb7a9e4b2c7820f729a46b6b1b
4a2f26f0134eacd504b93fb5912dad31ebcb4f060c243ecceec9c5b80698f8f9,25a32026c1926eace06015b365b4746e83e78084bf159f4606379f5c447a2438,714c946fe2fcf0eebe8fca831f910cf8e3d11623d3a958e3bb3e06e3893a1bd2,d2117edb8962af6a66d5f426a235b4a556693b279414573700e2af20109c05da
b3552b2c4d78ee9ce5e6a45b19930fb8a422c97ba570c74e6927d68147ebe37c,4299bd05e8f380d95910ca122bffc70bf50b66cc1eb9d1ee30fda9abab781200,76aed591248939dacddee03ddeb1cb535e25ce21652cfe1ac51992e79eb4a60c,028a96ab5430e260b6aca574a2b35b168388c7a82c85833b70e8a2bc2ee4d3ef
b64a35902a90dd538f113a56a3120bdb3633aacc97e272a38227248a215acb53,27d805dfe5dc24c2df8433e07bb89fe4a9c669bc92551dc5560b8b06853b0378,135f6bf77d695877985308322a3b321fe1bb3c9f93f26d52837b9690640ce003,e9242a6e0602e015dd2553a0fa3bb24855270739f2fbe10260192f2b81e32ab9
83f5774ba7078f19d0a7cb5f2dc180305b4c0cdf3bb5aadac2bdb4384ee22738,e0d8c48f3583d6fe210a0948e7674d5daa738fbb84c70535b14df8014f3cc8,1053997cbc89b2a02d9df69be19267856d830cabc0a45bd5607a6d5240303075,d62f245359b17b8a56db99a87ed821fecf3ed8baebd9e2355fa277095ff16b87
2bde45ab7032c2b29e4f1d50499aa89b742369e67fcd5c0468a1c8ede83739ee,183d4df65e5d693a3a2f308d4acdbcef3e01ea64460029e1d2f6c40a5c24b710,46b9c2802df8d20353d4da4cbec98042ea8bc932205f0616a7305da4e94bd1f1,1e582e82abd620f38b9418f83c453f6beda9759ccea7fcd66d6ae335dae41c96
a6b09ad4440fd343cbbe9a0ad0bbc8ac73a899f3cd13144a0bac182a21a8125b,613275f7a06c5f0daadfbf649dac18bfe29acd380a841e2ed30abbeb6d7d3808,75daeda6f63e3789c735df3989868b0fe0c5a3d870d5d85e461060f7fc92a45a,fae8cee11a0a854b4fea2875a6e66735311a145c8ba6dcc9b3e3070a7ff48ef8
4754e0c9c986f726f3465abdaea295b9fac2270b9c51f2639ff40bdb6d71e409,6961d5b6f7f1b23cea46feb2ef828308bb7ea231e42c40efdfc9b0b1ce1ac3a0,2e02bb25f0169fb14d5195441c8734ce6d01eaf8aad2b3f2a50f538a4eaa95e1,9e585b912c430b89bab3d2e2b96958a99741ca3e83dc933502f3a6f21e1a5603
0be491bfd4a9508d7dc594e4d2170d9b018c1a973516486a934b24c682520d45,3f6d3e45d6cb325bf88f61b680823845f10297013a38a306bd7210825b405ae0,7ca043ae1439884de35640c7fa33b3fdfce610ab713cfd498743408b68f40af9,ea6db223eee801b599078c84015381dd6b6690c368e8edf85f8fdd02d2de6ef0
4d228732ca08f76402ad372fb02727921c88a4ef40db1276ff70a5c4edba6c09,2863f7debcc795024e289d4f2d8081fff979b178ee1fc06af21709fd8f8ce438,1efb3834d0c165a8bd79122442a08bd45b6d2c6de8f9f6a09a3beb369208f697,6a4caefbea5f79752f572c131e2bfccc70c596404821f253fbe47fede9617e83
ba1d8776e673f58163270b8887ae4d07bbf5c215c5a625b4b66587b958261af1,37695c9aa3e906ecafe48c753bfeb08905d3c593c955b91402707f6543723468,826114af4e66875ddda3a1659e1b952a93132205c2b44dd730b7ee9826a1fc1,40b1646fc243702a42bae1bd2c51b6651da529f599f19d735014190b0868ea26
2dab6bec1ac52c02c8e794ec05a2a12dcecf3769247dde1ecdbaa1df57986a81,62d5f12078f2d8cbcd28f9b16bfc1d2b01a061e763aadab29155603ba4ed0f30,440de8f7d65f323d1c188108b14993791fd13fdcee9ef2beb38a3a0ad1b5d887,bdd730a71a90ecb322a82dfb54d0879ba80aabadb230c8bc768202260bf6dea9

